A1_FILIAL;A1_PESSOA;A1_NOME;A1_IDENT;A1_CLIENTE;A1_FORNEC;A1_VEND;A1_ETRANSP;A1_TPCGC;A1_CGC;A1_TIPO;A1_TIPORUR;A1_CEP;A1_END;A1_BAIRRO;A1_REGIAO;A1_MUN;A1_EST;A1_COD_MUN;A1_PAIS;A1_INSCR;A1_INSCRM;A1_GRPTRIB;A1_COMISS;A1_COMEMIS;A1_COMBX;A1_FONE;A1_CELULAR;A1_FAX;A1_EMAIL;A1_ENFE;A1_HPAGE;A1_FTP;A1_TABELA;A1_NREDUZ;A1_CONTATO;A1_RECPIS;A1_RECCOFI;A1_RECCSLL;A1_RAMOATV;A1_CREDITO;A1_LIMCRED;A1_ATIVO;A1_VENDE1;A1_VENDE2;A1_VENDE3;A1_COND;A1_CTADEB;A1_CTACRED;A1_SUFRAMA;A1_VENCIM;A1_COMCLI;A1_CODSIAF;A1_TRANSP;A1_SIMPLES;A1_REGESIM;A1_PERCATM;A1_ALEMISS;A1_ALBAIXA;A1_TVAR1;A1_TVAR2;A1_TVAR3;A1_TVAR4;A1_CALCSUF;A1_MENNOTA;A1_MENPAD1;A1_MENPAD2;A1_MENPAD3;A1_MENPAD4;A1_MENPAD5;A1_TPFRETE;A1_CODUSER;A1_DUPCRED;A1_UMOVME;A1_MSEXP;A1_UMOVINT;A1_UMOVID;A1_UMOVATV;A1_DTINCL;A1_IPDV;A1_IPDVINT;A1_IPDVID;A1_IPDVATV;A1_PFISICA;A1_ICSHOP;A1_ATVCSHP;A1_DTALTCS;A1_CSHOPID;A1_CSHPUTC;A1_PDVPAD;A1_IPDVCHV;A1_MSDT;A1_PERFCP;A1_CONTRIB;A1_OUTRMUN;A1_CODANTT;A1_RETISS;A1_TPNFSE;A1_GUID;A1_FLYID;A1_FLYUPD;A1_FLYDEL;A1_OBSERV
01;00216;DANIEL BARBOSA FERRAZ;;N;S;N;N;F;973.740.246-49;;;;N/T;N/T;;DIVINOPOLIS;MG;22306;1058;;;;0;0;0;;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00217;DIVISA - DIVINOPOLIS VEICULOS LTDA;;N;S;N;N;J;20.142.097/0002-65;;;35501221;AV AUTORAMA, 1133;SAO JOSE;;DIVINOPOLIS;MG;22306;1058;2230268220167;;;0;0;0;37 3229-4400;;;;;;;001;DIVISA;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00218;BERTOLINO ANTONIO FLORENTINO;;N;S;N;N;F;397.378.376-49;;;;N/T;N/T;;DIVINOPOLIS;MG;22306;1058;;;;0;0;0;;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00219;PAULINHO COUROS;;S;S;N;N;J;07.566.413/0001-87;;;81110400;RUA SANTA MONICA, 1144;CAPAO RASO;;CURITIBA;PR;06902;1058;9035008400;;;0;0;0;41-32681445;;;;;;;001;PAULINHO COUROS;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00220;RODONAVES - PR;;N;S;N;N;J;44.914.992/0017-03;;;86026490;RUA RIO GRANDE DO NORTE, 1200 SALA 05;CENTRO;;LONDRINA;PR;13700;1058;6013031914;;;0;0;0;;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00221;DIZARO E DIZARO INDUSTRIA COMERCIO E REPRESENTACAO DE ARTIGOS TEXTEIS LTDA ME;;S;S;N;N;J;03.668.425/0001-61;;;14390000;RUA CORONEL ANTONIO DE SOUZA VIEIRA, 504;CENTRO;;SANTO ANTONIO DA ALEGRIA;SP;47908;1058;627003195112;;;0;0;0;35-35588001;;;;COMPRAS@BOJOBRASIL.COM;;;001;BOJO BRASIL;CARLOS;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20190114115340;0;;;;;;;;;;
01;00222;INEC IND E COM AUTO PECAS E ACESSORIOS;;S;S;N;N;J;46.299.053/0001-56;;;03074000;AV CDES ELISABETH ROBIANO, 3600;TATUAPE;;SAO PAULO;SP;50308;1058;109397794118;;;0;0;0;11-2294-1555;;;;;;;001;INEC CARDANS;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00223;SUSPENSYS SISTEMAS AUTOMOTIVOS LTDA;;S;S;N;N;J;10.523.280/0001-76;;;95055010;AV ABRAMO RANDON, 1262;INTERLAGOS;;CAXIAS DO SUL;RS;05108;1058;0290293014;;;0;0;0;54-32093000;;;;;;;001;SUSPENSYS;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00224;MULTIEIXO IMPLEMENTOS RODOVIARIOS LTDA;;S;S;N;N;J;58.507.468/0009-04;;;;RUA LUIZ RODRIGUES DE FREITAS, 132;VL ROSA MINELIA;;GUARULHOS;SP;18800;1058;336856803118;;;0;0;0;11-21329898;;;;;;;001;MULTIEIXO;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00225;SINDICATO DOS MOTORISTAS;;S;S;N;N;;;;;;N/T;N/T;;DIVINOPOLIS;MG;22306;1058;;;;0;0;0;;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00226;LOJA DO COMPUTADOR;;S;S;N;N;;;;;;N/T;N/T;;DIVINOPOLIS;MG;22306;1058;;;;0;0;0;;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00227;SEGURADORA;;S;S;N;N;;;;;;N/T;N/T;;DIVINOPOLIS;MG;22306;1058;;;;0;0;0;;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00228;BOJOTEK IND E COM DE BOJO E ACESSORIOS LTDA-ME;;S;S;N;N;J;10.887.532/0001-46;;;37860000;RUA SANTA RITA DOS CAFEZAIS, 132;TABUAO;;NOVA RESENDE;MG;45109;1058;0012188160061;;;0;0;0;35-3562-1043;;;BOJOTEK@HOTMAIL.COM;BOJOTEK@HOTMAIL.COM;;;001;BOJOTEK;;2;2;2;;N;0;1;;;;32;;;;1;0;;00036;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20220617140801;0;;;;;;;;;;2,50
01;00229;ZANI E ZANI COMERCIO DE MAQUINAS E ARTEFATOS DO VESTUARIO LTDA;;S;S;N;N;J;09.482.747/0005-21;;;37950000;AVENIDA ANDORRA, 165;JARDIM EUROPA VI;;SAO SEBASTIAO DO PARAISO;MG;64704;1058;0013761350171;;;0;0;0;35-35585417;;;ROGERIO@BOJOFORM.COM.BR;BOJOFORM@BOJOFORM.COM.BR;;;001;BOJOFORM;;2;2;2;;N;0;1;;;;25;;;;1;0;;00036;2;;0;0;0;;;;;;;001;005;006;;;1;;;2;;;;;/  /;;;;;;;;;;;;;20210519080743;0;;;;;;;;;;
01;00230;ADERE PRODUTOS AUTO-ADESIVOS LTDA;;N;S;N;N;J;46.062.030/0001-23;;;13181905;ESTR.MUN.VALENCIO CALEGARI, 2002;PQ STO ANTONIO;;SUMARE;SP;52403;1058;671211366119;;;0;0;0;1921040700;;;;;;;001;ADERE;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00231;TRANS MINAS TRANSPORTES LTDA;;S;S;N;S;J;01.169.444/0001-18;;;35502131;RUA LILIA NATIVIDADE, 100;NS DA CONCEICAO;;DIVINOPOLIS;MG;22306;1058;2239707100010;;;0;0;0;37-3221-9893;;;TRANSMINAS@CTELETRONICO.COM.BR;TRANSMINAS@CTELETRONICO.COM.BR;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00232;ALIANCA COM IMP TEXTIL E SERVICOS LTDA;;N;S;N;N;J;00.806.050/0001-60;;;30170040;RUA OURO PRETO, 82;BARRO PRETO;;BELO HORIZONTE;MG;06200;1058;0622583440062;;;0;0;0;3132128070;;;;;;;001;ALIANCA;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00233;DEIVITH SILVESTRE DOS SANTOS;;N;S;N;N;;;;;;N/T;N/T;;NOVA SERRANA;MG;45208;1058;;;;0;0;0;;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00234;KATRES COMERCIAL LTDA - ITAJAI;;N;S;N;N;J;04.223.162/0002-20;;;88308004;AV ADOLFO KONDER, 2720 GALPAO 3;SAO VICENTE;;ITAJAI;SC;08203;1058;255736860;;;0;0;0;47-33983136;;;;;;;001;;;2;2;2;;N;0;1;;;;01;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20211110084835;0;;;;;;;;;;
01;00235;KALLRUBBER COM BOR E PLASTICO;;N;S;N;N;J;65.078.057/0001-59;;;05110000;AV MUTINGA, 2888;PIRITUBA;;SAO PAULO;SP;50308;1058;113053925119;;;0;0;0;11-39065050;;11-39042413;VENDASP@KRBR.COM.BR;VENDASP@KRBR.COM.BR;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00236;VBR LOGISTICA LTDA;;N;S;N;N;J;01.176.077/0008-56;;;53311600;ROD BR 101;SALSEIROS KM 116;;ITAJAI;SC;08203;1058;255340796;;;0;0;0;47-32444732;;47-32452679;VBRITJ@VBRLOGISTICA.COM.BR;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00237;BIATEX IMPREGNADORA LTDA;;N;S;N;N;J;04.095.330/0001-69;;;18530000;ROD ANTONIO R. SCHINCARIOL, 00 KM 85,3;SAO ROQUE;;TIETE;SP;54508;1058;692093112118;;;0;0;0;15-32822073;;;FISCAL@FASTERNET.COM.BR;;;;001;BIATEX;;2;2;2;;N;0;1;;;;04;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20230206145322;0;;;;;;;;;;
01;00238;RODRIGUES & RODRIGUES ETIQUETAS E ROTULOS LTDA ME;;N;S;N;N;J;23.115.165/0001-04;;;35502084;RUA MARTA PINTO DA SILVA, 282;OLIVEIRAS;;DIVINOPOLIS;MG;22306;1058;2239167160051;;;0;0;0;37-32137895;;;;BRUNOADESIVAR@YAHOO.COM.BR;;;001;ADESIVAR;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00239;MINAS BOJO INDUSTRIA E COMERCIO LTDA;;S;S;N;N;J;11.861.813/0001-92;;;37805000;RUA DOS GOMES, 640 A;CENTRO;;JURUAIA;MG;36900;1058;0015867440044;;;0;0;0;35-3553-1791;;35-3553-1791;MINASBOJOCOMPRAS@HOTMAIL.COM;COBRANCAMINASBOJO@HOTMAIL.COM;;;001;MINAS BOJO;;2;2;2;;N;0;1;;;;13;;;;1;0;;00036;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20210413154458;0;;;;;;;;;;
01;00240;LK IND E COM DE CALCADOS LTDA ME;;S;S;N;N;J;12.105.930/0001-99;;;25025190;RUA SAO GONCALO, QUADRA 53 LOTE 23;PARQUE LAFAIETE;;DUQUE DE CAXIAS;RJ;01702;1058;79100960;;;0;0;0;21-27727169;;;;CALCADOS_LIKAR@YAHOO.COM.BR;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00241;ASTRAMAC - ASSOCIACAO DE PROTECAO DOS AMIGOS TRANSP DE CARGAS DE MARTINHO CAMPOS E REGIAO;;N;S;N;N;J;09.335.988/0001-14;;;35606000;RUA JOSE ALVES PINTO, 257;BAMBE;;MARTINHO CAMPOS;MG;40506;1058;;;;0;0;0;37-35242530;;;;ASTRAMACMC@YAHOO.COM.BR;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20210614161618;0;;;;;;;;;;
01;00242;NZ AUTOMACAO LTDA;;S;S;N;N;J;04.366.347/0001-03;;;01125020;RUA DO AREAL, 099;BOM RETIRO;;SAO PAULO;SP;50308;1058;116107548111;;;0;0;0;11-3223-6596;;;;LIDIA@NZAUTOMACAO.COM.BR;;;001;NZ;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00243;ROLIMAN DE OLIVEIRA LEITE;;S;S;N;N;J;01.812.723/0001-58;;;35517000;RUA ANTONIO LEITE DE BRITO, 314;BOA VISTA DE MINAS;;NOVA SERRANA;MG;45208;1058;4526727790094;;;0;0;0;37-32271210;;;JULIETE@NETSITE.COM.BR;JULIETE@NETSITE.COM.BR;;;001;JULIETE;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00244;RONALDO RODRIGUES CAMPOS;;S;S;N;N;F;012.896.616-50;;;;N/T;N/T;;NOVA SERRANA;MG;45208;1058;;;;0;0;0;;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00245;AUNDE BRASIL S A;;N;S;N;N;J;48.131.296/0001-06;;;08559450;RUA ITAPOLIS, 85;VILA IBAR;;POA;SP;39806;1058;546014764113;;;0;0;0;11-46347100;;;;AUNDE@AUNDE.COM.BR;;;001;AUNDE;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00246;TRANSPORTADORA REBECCHI LTDA;;N;S;N;N;J;73.105.595/0005-47;;;05092050;RUA JORGE NUNES KEHDI, 132;VL ANASTACIO;;SAO PAULO;SP;50308;1058;148053230118;;;0;0;0;11-38327166;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00247;ANA RACHEL MARQUES E MARQUES E CIA LTDA ME;;S;S;N;N;J;07.497.572/0001-77;;;37805000;RUA JACOB SENEDES, 292;CENTRO;;JURUAIA;MG;36900;1058;3693556730007;;;0;0;0;35-35531791;35-91443705;;;FINANCEIROMINASBOJO@HOTMAIL.COM;;;001;MINAS BOJO;MAURCIO OU CELSO;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00248;SILVEIRA E FRANCHI IND E COM ARTEFATOS DE ESPUMA LTDA EPP;;S;S;N;N;J;08.764.568/0001-90;;;13720000;AV ANTONIO JOSE QUESSADA, 40;DISTRITO INDUSTRIAL;;SAO JOSE DO RIO PARDO;SP;49706;1058;646145293115;;;0;0;0;19-36815376;;;;SWEETBOJO@IG.COM.BR;;;001;SWEET;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00249;GUEDES IMP E DIS LTDA;;N;S;N;N;J;08.784.317/0001-78;;;88307320;RUA PEDRO PEREIRA MAFRA, 147;RESSACADA;;ITAJAI;SC;08203;1058;255410646;;;0;0;0;47-33493228;;;;;;;001;GUEDES;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00250;TRSH - TRANSPORTE RODOVIARIO SANTA HELENA;;N;S;N;N;J;05.674.896/0001-08;;;88308002;AV GOV ADOLFO KONDER, 2720 GALPAO 03;SAO VICENTE;;ITAJAI;SC;08203;1058;254596436;;;0;0;0;47-33444718;;47-33481703;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00251;ATCO PLASTICOS LTDA;;N;S;N;N;J;00.385.650/0001-00;;;13280000;RUA FRANCISCO  FOGA, 895;DISTRITO INDUSTRIAL;;VINHEDO;SP;;1058;714092089110;;;0;0;0;19-38268500;;;;;;;001;ATCO;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00252;JARAGUA CARGO LOGISTICA E TRANSPORTE LTDA;;N;S;N;N;J;05.893.957/0003-90;;;88311600;ROD BR 101 KM 112, 700 SL 02;SALSEIROS;;ITAJAI;SC;08203;1058;256104166;;;0;0;0;47-32490031;;;;JARAGUACARGO@JARAGUACARGO.COM;;;001;JARAGUA;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00253;ZINNKE TRANSPORTES LTDA;;N;S;N;N;J;09.073.249/0001-00;;;89107000;RUA FREDERICO WEEGE, 3300;POMERODE FUNDOS;;POMERODE;SC;13203;1058;255471432;;;0;0;0;47-3387-0040;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00254;LINK COM IMP E EXP LTDA;;N;S;N;N;J;06.089.521/0001-43;;;89107000;RUA ARNOLDO HASS, 100;CENTRO;;POMERODE;SC;13203;1058;254730000;;;0;0;0;47-3242-8000;;;;;;;001;LINK;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00255;CD REVESTIMENTOS AUTOMOTIVOS LTDA;;S;S;N;N;J;09.059.441/0001-33;;;30310800;RUA CRISTINA, 557;SION;;BELO HORIZONTE;MG;06200;1058;0010485150000;;;0;0;0;31 3223-5797;31 9138-6333;;;;;;001;DCOURO;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00256;BRASPRESS TRANSPORTES URGENTES LTDA;;N;S;N;N;J;48.740.351/0014-80;;;89066000;RUA GUSTAVO ZIMMERMANN 378 B GALPAO 1;ITOUPAVAZINHA;;BLUMENAU;SC;02404;1058;254995926;;;0;0;0;47-33266-9167;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00257;TRANSPORTES E LOGISTICA SANTIN LTDA ME;;N;S;N;N;J;12.034.416/0001-00;;;88780000;ROD BR 101 KM 277 S/N;ALTO ARROIO;;IMBITUBA;SC;07304;1058;256128618;;;0;0;0;;;48-99497215;;;;;001;SANTIN;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00258;QUALITA INDUSTRIA TEXTIL LTDA;;S;S;N;N;J;06.695.703/0001-68;;;13454189;RUA BLENDA, 243 GLEBA B;JARDIM PEROLA;;SANTA BARBARA DO OESTE;SP;45803;1058;606217805116;;;0;0;0;19-3457-1651;;;;PCP@QUALITATEXTIL.COM.BR;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00259;REGINALDO CARLOS TRINDADE;;N;S;N;N;F;027.522.026-52;;;;N/T;N/T;;JURUAIA;MG;36900;1058;;;;0;0;0;;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00260;ESPUMASTER INDUSTRIA E COMERCIO LTDA;;N;S;N;N;J;19.074.175/0001-71;;;32113000;RUA DIAMANTE, 970 - GALPAO;SAO JOAQUIM;;CONTAGEM;MG;18601;1058;0022437760008;;;0;0;0;31 3357-2780;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;0;;;;;N;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00261;BOI DA TERRA EMPREENDIMENTOS E PARTICIPACOES LTDA;;S;S;N;N;J;05.769.965/0001-67;;;35162450;AV JOSE ANATOLIO BARBOSA, 520;LIMOEIRO;;IPATINGA;MG;31307;1058;3132453230034;;;0;0;0;031-38297299;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00262;TRANSLOPES TRANSPORTES RODOVIARIOS LTDA;;N;S;N;N;J;46.983.425/0002-40;;;;T C FERNAO DIAS Q5 BOX 11;VL SABRINA;;SAO PAULA;SP;50308;1058;109520328110;;;0;0;0;11 2951-7824;;11-2951-7548;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00263;CIA DO COURO COMERCIO DE COUROS LTDA;;S;S;N;N;J;08.648.351/0001-15;;;75690000;RUA B1 SN QUADRA, 40;ITANHANGA;;CALDAS NOVAS;GO;04508;1058;104095806;;;0;0;0;64-3453-8972;;;PEDRAO@CIADOCOURO.COM.BR;PEDRAO@CIADOCOURO.COM.BR;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00264;LUSITANO IND E COM EMBALAGENS PLASTICAS;;N;S;N;N;J;09.419.898/0001-01;;;13971012;RUA MARCILIO DE OLIVEIRA, 105;V.PENHA DO RIO DO PEIXE;;ITAPIRA;SP;22604;1058;374130044115;;;0;0;0;19-3863-0015;;;;NFESAIDA@LUSITANO.IND.BR;;;001;LUSITANO;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00265;LOPES TRANSPORTES E LOGISTICA LTDA EPP;;N;S;N;N;J;04.928.048/0001-15;;;;AV RANULPHO MARQUES LEAL, 625;JD ALVORADA;;TRES LAGOAS;MS;08305;1058;283303948;;;0;0;0;67-3522-1186;;67-3522-2615;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00266;LL CONFECCAO E COMERCIO DE ARTESANATO E LINHAS LTDA ME;;S;S;N;N;J;02.109.630/0001-24;;;36340000;AV ALFREDO PENIDO, 903;NS PENHA;;RESENDE COSTA;MG;54200;1058;5427154150016;;;0;0;0;32-3354-1576;;32-3354-2273;;LUCIENE@LUCIENETECELAGEM.COM.BR;;;001;LL CONFECCAO;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
01;00267;CICLO MATERIAIS RECICLAVEIS LTDA;;S;S;N;N;J;06.175.249/0001-14;;;35501169;AV PARANA, 2401;SAO JOSE;;DIVINOPOLIS;MG;22306;1058;2232862000028;;;0;0;0;037-3213-2450;;;;ADMINISTRATIVO@CICLORECICLA.COM.BR;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180425111012;0;;;;;;;;;;
01;00268;TINTURARIA UNIVERSO LTDA;;S;S;N;N;J;61.428.421/0001-02;;;13223200;RUA VICTORIO SPINUCCI, 18;JARDIM PROMECA;;VARZEA PAULISTA;SP;56503;1058;712002756110;;;0;0;0;11-4606-1590;;11-4606-1594;UNIVERSOTINT@UOL.COM.BR;TI@JBTEXTIL.COM;UNIVERSOTINT@UOL.COM.BR;COMPRAS@NOVASERRANACOUROS.COM.BR;;;001;UNIVERSO;;2;2;2;;N;0;1;;;;;;;;1;0;;00036;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20240320102437;0;;;;;;;;;;
01;00269;EMBRATEL - EMPRESA BRASILEIRA DE TELECOMUNICACOES S/A;;N;S;N;N;J;33.530.486/0138-83;;;30160031;RUA ESPIRITO SANTO, 1000;CENTRO;;BELO HORIZONTE;MG;06200;1058;0620040490083;;;0;0;0;;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;;0;0;0;;;;;;;;;;;;;;;2;;;;;/  /;;;;;;;;;;;;;20180424090305;0;;;;;;;;;;
