F1_FILIAL;F1_TIPO;F1_FORMUL;F1_DOC;F1_SERIE;F1_PESSOA;F1_NOMPES;F1_EMISSAO;F1_COND;F1_EST;F1_DESPESA;F1_VALDESC;F1_BASEICM;F1_VALICM;F1_CONTSOC;F1_BASEIPI;F1_VALIPI;F1_VALMERC;F1_VALBRUT;F1_BASEDUP;F1_BRICMS;F1_ICMSRET;F1_IRRF;F1_INSS;F1_ISS;F1_ESPECIE;F1_BASIMP1;F1_BASIMP2;F1_BASIMP3;F1_BASIMP4;F1_BASIMP5;F1_BASIMP6;F1_VALIMP1;F1_VALIMP2;F1_VALIMP3;F1_VALIMP4;F1_VALIMP5;F1_VALIMP6;F1_QTDVOL;F1_ESPVOL;F1_MARCA;F1_PESBRUT;F1_PESLIQ;F1_DTDIGIT;F1_DTEXP;F1_FRETE;F1_TPFRETE;F1_NSU;F1_DTNSU;F1_HORNSU;F1_BASEIRR;F1_BASEINS;F1_BASEISS;F1_VALPIS;F1_BASEPIS;F1_VALCOF;F1_BASECOF;F1_VALCSLL;F1_BASECSL;F1_FIMP;F1_STATUS;F1_TRANSP;F1_SEQUEN;F1_LANPAD;F1_NUMOS;F1_NFELETR;F1_EMINFE;F1_HORNFE;F1_CREDNFE;F1_CODNFE;F1_OK;F1_ORIGLAN;F1_VALICSN;F1_BASICSN;F1_CHVNFE;F1_EVENFLG;F1_IDCCE;F1_NUMVOL;F1_HORA;F1_DAUTNFE;F1_HAUTNFE;F1_ESTDEST;F1_DUPCRED;F1_VTRANS;F1_VAFRMM;F1_INTERM;F1_CNPJAE;F1_UFTERC;F1_DTENTR;F1_HRENTR;F1_HREMIS;F1_FILORIG;F1_OUTDESP;F1_REFNFE;F1_VOUCHER;F1_FORMAPG;F1_OPERPG;F1_BANDCA;F1_TES;F1_SEGURO;F1_IMPARQ;F1_RECOPI;F1_UFREF;F1_AAMMREF;F1_CGCREF;F1_IEREF;F1_MODREF;F1_SERIERE;F1_NFREF;F1_MENNOTA
01;1;2;000011500;;00130;SIMETRAL LTDA;17/05/24;02;MG;0;0;0;0;0;0;0;661.4;661.4;661.4;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;21/05/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;07:33;/  /;;MG;2;;0;;;;/  /;00:00;07:32:09;0101;0;;0;;;;;0;F;;;21/05/24;;;04;;;
01;1;2;000000318;0;F00056;ROBSON VICENTE DE OLIVEIRA;19/05/24;23;MG;0;0;0;0;0;0;0;320;320;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;31/05/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;131245969713656;;;0;0;31240520704799000104550000000003181896305970;;;;11:03;/  /;;MG;2;;0;;;;/  /;00:00;11:02:32;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;
01;1;2;000001571;;00241;ASTRAMAC - ASSOCIACAO DE PROTECAO DOS AMIGOS TRANSP DE CARGAS DE MARTINHO CAMPOS E REGIAO;20/05/24;12;MG;0;0;0;0;0;0;0;526.48;526.48;526.48;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;21/05/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;07:35;/  /;;MG;2;;0;;;;/  /;00:00;07:34:01;0101;0;;0;;;;;0;F;;;21/05/24;;;04;;;
01;1;2;000264996;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;21/05/24;01;MS;0;0;0;0;0;0;0;18266.98;18266.98;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;45;CAIXAS;;1734.282;1630.98;22/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240020025929;;;0;0;50240503681757000186550000002649961991401153;;;;09:46;/  /;;MG;2;;0;;;;/  /;00:00;09:46:15;0101;0;;0;;;;;0;T;;;22/05/24;;;04;;;POR CONTA E ORDEM DE EDUARDO SAMPIO ME REF A NF 264995
01;1;2;000025498;2;00132;KTR GROUP IMPORTACAO E EXPORTACAO LTDA;21/05/24;04;SC;0;0;0;0;0;0;0;39012.55;39012.55;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;113;CAIXAS;RELIANCE;3541.512;3306.14;22/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00044;;;;;/  /;;0;242240014254155;;;0;0;42240507428876000344550020000254981955478750;;;;09:45;/  /;;MG;2;;0;;;;/  /;00:00;09:44:19;0101;0;;0;;;;;0;T;;;22/05/24;;;04;;;POR CONTA E ORDEM DE FMP IND REF A NF 25497
01;1;2;000000007;1;C00120;EDUARDO SAMPAIO MARCELINO - ME;21/05/24;23;CE;0;0;0;0;0;0;0;18266.98;18266.98;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;45;CXS;;1734.29;1630.98;21/05/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;14:02;/  /;;MG;2;;0;;;;/  /;00:00;14:00:34;0101;0;;0;;;;;0;F;;;21/05/24;;;04;;;NOTA DE COBERTURA REF A NF 264995 DA AVANTI
01;1;2;002025072;1;00011;CONTAGEM IND.COM.ESPUMAS E COLCHOES LTDA;22/05/24;01;MG;0;0;0;0;0;0;0;4874.7;4874.7;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;20;UNIDADE;;1000;201;27/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;131245975068434;;;0;0;31240502748305000101550010020250721949766534;;;;11:02;/  /;;MG;2;;0;;;;/  /;00:00;11:02:07;0101;0;;0;;;;;0;T;;;27/05/24;;;04;;;POR CONTA E ORDEM DE NSC REF A NF 2.025.071
01;1;2;000025857;1;F00022;ELASTONORDESTE I. DE F. ED. EC. DEP. LTDA;22/05/24;04;BA;0;0;0;0;0;-20041.2;0;20041.2;20041.2;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;36;VOLUMES;;887.04;829.44;22/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;F00022;;;;;/  /;;0;129240459779338;;;0;0;29240518293680000144550010000258571982225524;;;;14:31;/  /;;MG;2;;0;;;;/  /;00:00;14:29:35;0101;0;;0;;;;;0;T;;;22/05/24;;;04;;;
01;1;2;000001859;1;F00159;AUTO POSTO CENTENARIO LTDA;22/05/24;02;MG;0;8.72;0;0;0;0;0;297.07;287.92;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;22/05/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;131245974650359;;;0;0;31240535523371000132550010000018591546034867;;;;14:26;/  /;;MG;2;;0;;;;/  /;00:00;14:24:37;0101;0;;0;;;;;0;T;;;22/05/24;;;04;;;
01;4;2;000102327;1;00036;NOVA SERRANA COUROS LTDA.;22/05/24;04;MG;0;0;0;0;0;0;0;34443.36;34443.36;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;84;CAIXAS;;3242.4;3024;22/05/24;/  /;0;;;/  /;;0;0;0;0;-34443.36;0;-34443.36;0;0;;;00036;;;;;/  /;;0;131245974824653;;;0;0;31240518383745000142550010001023271713265649;;;;14:35;/  /;;MG;2;;0;;;;/  /;00:00;14:34:26;0101;0;;0;;;;;0;T;;;22/05/24;;;04;;;NOTA DE COBERTURA REF A NF 264.453 DE 13/05/2024 AVANTI
01;1;2;000265151;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;23/05/24;01;MS;0;0;0;0;0;0;0;19216.7;19216.7;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;45;CAIXAS;;1733.595;1628.534;27/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240020392997;;;0;0;50240503681757000186550000002651511448206387;;;;10:50;/  /;;MG;2;;0;;;;/  /;00:00;10:48:03;0101;0;;0;;;;;0;T;;;27/05/24;;;04;;;POR CONTA E ORDEM DE VIKING REF A NF 265.150
01;1;2;000147689;1;00234;KATRES COMERCIAL LTDA - ITAJAI;23/05/24;01;SC;0;0;0;0;0;0;0;6369.41;6369.41;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;16;CAIXAS;;574.56;547.2;27/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00059;;;;;/  /;;0;242240016585388;;;0;0;42240504223162000220550010001476891724542767;;;;10:59;/  /;;MG;2;;0;;;;/  /;00:00;10:58:48;0101;0;;0;;;;;0;T;;;27/05/24;;;04;;;POR CONTA E ORDEM DE NOVA DUBLAGEM REF A NF 147687
01;1;2;000265301;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;24/05/24;01;MS;0;0;0;0;0;0;0;13752.91;13752.91;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;37;CAIXAS;;1248.75;1165.5;27/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240020655854;;;0;0;50240503681757000186550000002653011895665984;;;;10:55;/  /;;MG;2;;0;;;;/  /;00:00;10:51:26;0101;0;;0;;;;;0;T;;;27/05/24;;;04;;;POR CONTA E ORDEM DE CALCADOS LEANDRENSE REF A NF 265300
01;1;2;000215938;;00129;PRONTOMED PLANOS DE SAUDE LTDA;24/05/24;08;MG;0;0;0;0;0;0;0;2369.57;2369.57;2369.57;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;27/05/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;14:42;/  /;;MG;2;;0;;;;/  /;00:00;14:40:05;0101;0;;0;;;;;0;F;;;27/05/24;;;04;;;
01;4;2;000102332;1;00036;NOVA SERRANA COUROS LTDA.;24/05/24;04;MG;0;0;0;0;0;0;0;1933.8;1933.8;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;3;ROLOS;;175.8;180.9;27/05/24;/  /;0;;;/  /;;0;0;0;0;-1933.8;0;-1933.8;0;0;;;00036;;;;;/  /;;0;131245979436522;;;0;0;31240518383745000142550010001023321723498840;;;;14:43;/  /;;MG;2;;0;;;;/  /;00:00;14:43:13;0101;0;;0;;;;;0;T;;;27/05/24;;;04;;;
01;4;2;000129429;1;C00049;NOVA DUBLAGEM LTDA;24/05/24;35;SP;0;0;0;0;0;0;0;6369.41;6369.41;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;16;VOLUMES;.;574.56;574.56;27/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;135241091912936;;;0;0;35240504103987000120550010001294291092497319;;;;14:44;/  /;;MG;2;;0;;;;/  /;00:00;14:43:45;0101;0;;0;;;;;0;T;;;27/05/24;;;04;;;NOTA DE COBERTURA REF A NF 147688 KATRES
01;1;2;000265323;;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;27/05/24;01;MS;0;0;0;0;0;0;0;21458.13;21458.13;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;52;CXS;;2003.071;1882.292;27/05/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;14:50;/  /;;MG;2;;0;;;;/  /;00:00;14:47:23;0101;0;;0;;;;;0;F;;;27/05/24;;;04;;;POR CONTA E ORDEM DE EDUARDO SAMPAIO REF A NF 265.322
01;1;2;000006027;1;C00096;POSTO BEIRA RIO I LTDA;27/05/24;02;MG;0;0;0;0;0;0;0;572.13;572.13;572.13;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;31/05/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;131245983176556;;;0;0;31240517533688000259550010000060271000066796;;;;11:07;/  /;;MG;2;;0;;;;/  /;00:00;11:06:24;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;
01;4;2;000001755;1;C00112;CALCADOS LEANDRENSE LTDA;27/05/24;01;MG;0;0;0;0;0;0;0;13624.7;13624.7;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;37;VOLUME(S);;1165;1165;28/05/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;00381;;;;;/  /;;0;131245983145063;;;0;0;31240507495001000101550010000017551137530925;;;;07:21;/  /;;MG;2;;0;;;;/  /;00:00;07:21:02;0101;0;;0;;;;;0;T;;;28/05/24;;;04;;;NOTA DE COBERTURA REF A NF 265300 AVANTI
01;4;2;000000009;1;C00120;EDUARDO SAMPAIO - ME;27/05/24;23;CE;0;0;0;0;0;0;0;21458.13;21458.13;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;52;CAIXAS;;2003.071;1882.292;27/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;223240006041285;;;0;0;23240552799373000178550010000000091372313051;;;;14:53;/  /;;MG;2;;0;;;;/  /;00:00;14:52:18;0101;0;;0;;;;;0;T;;;27/05/24;;;04;;;NOTA DE COBERTURA REF A NF 265322 DA AVANTI
01;1;2;000265398;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;28/05/24;01;MS;0;0;0;0;0;0;0;59851.58;59851.58;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;159;CAIXAS;;5366.25;5008.5;29/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240021005089;;;0;0;50240503681757000186550000002653981788774990;;;;10:57;/  /;;MG;2;;0;;;;/  /;00:00;10:20:38;0101;0;;0;;;;;0;T;;;29/05/24;;;04;;;POR CONTA E ORDEM DE DZM REF A NF 265397
01;1;2;000265476;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;28/05/24;01;MS;0;0;0;0;0;0;0;82154.35;82154.35;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;188;CAIXAS;;7256.715;6817.788;29/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240021104957;;;0;0;50240503681757000186550000002654761469890452;;;;09:40;/  /;;MG;2;;0;;;;/  /;00:00;09:39:14;0101;0;;0;;;;;0;T;;;29/05/24;;;04;;;POR CONTA E ORDEM DE ZANI E ZANI REF A NF 265475
01;1;2;000025957;1;F00022;ELASTONORDESTE I. DE F. ED. EC. DEP. LTDA;28/05/24;04;BA;0;0;0;0;0;0;0;284;284;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;2;VOLUMES;;16.36;13.16;31/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;F00022;;;;;/  /;;0;129240755058396;;;0;0;29240518293680000144550010000259571989237540;;;;10:54;/  /;;MG;2;;0;;;;/  /;00:00;10:53:26;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;POR CONTA E ORDEM DA NSC REF A NF 25.956
01;1;2;000042751;;F00166;EMPRESA MINEIRA DE CARTOES LTDA;28/05/24;01;MG;0;0;0;0;0;0;0;4074;4074;4074;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;29/05/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;09:43;/  /;;MG;2;;0;;;;/  /;00:00;09:42:19;0101;0;;0;;;;;0;F;;;29/05/24;;;04;;;
01;4;2;000102337;1;00036;NOVA SERRANA COUROS LTDA.;28/05/24;04;MG;0;0;0;0;0;0;0;94664.51;94664.51;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;12;ITENS;;12163.73;12163.73;29/05/24;/  /;0;;;/  /;;0;0;0;392.52;-32933.41;1811.64;-32933.41;0;0;;;00036;;;;;/  /;;0;131245984824184;;;0;0;31240518383745000142550010001023371733732540;;;;09:49;/  /;;MG;2;;0;;;;/  /;00:00;09:43:25;0101;0;;0;;;;;0;T;;;29/05/24;;;04;;;RETORNO DE NFS A VENCER OU VENCIDAS REF A NF 15.663
01;4;2;000002577;1;C00030;MODA DZM IND E COM DE LINGERIE LTDA ME;28/05/24;25;RJ;0;0;0;0;0;0;0;59851.58;59851.58;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;159;CAIXA;;5366.25;5008.5;29/05/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;233240019863339;;;0;0;33240517650279000151550010000025771001100665;;;;09:41;/  /;;MG;2;;0;;;;/  /;00:00;09:40:16;0101;0;;0;;;;;0;T;;;29/05/24;;;04;;;NOTA DE COBERTURA REF A NF 265.398 DA AVANTI
01;4;2;000000905;3;C00117;VIKING INDUSTRIA E COMERCIO DE CALCADOS LTDA;28/05/24;11;MG;0;0;0;0;0;-19216.7;0;19216.7;19216.7;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1733.595;1628.534;29/05/24;/  /;0;;;/  /;;0;0;0;0;-19216.7;0;-19216.7;0;0;;;;;;;;/  /;;0;131245984830568;;;0;0;31240534275311000185550030000009051889558147;;;;09:59;/  /;;MG;2;;0;;;;/  /;00:00;09:56:13;0101;0;;0;;;;;0;T;;;29/05/24;;;04;;;NOTA DE COBERTURA REF A NF 265.150 DA AVANTI
01;1;2;000265545;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;29/05/24;01;MS;0;0;0;0;0;0;0;23622.1;23622.1;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;56;CAIXAS;;2157.294;2027.648;31/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240021253612;;;0;0;50240503681757000186550000002655451649539957;;;;10:27;/  /;;MG;2;;0;;;;/  /;00:00;10:24:45;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;POR CONTA E ORDEM DE RONALDO ADRIANO REF A NF 265.544
01;1;2;000025904;2;00132;KTR GROUP IMPORTACAO E EXPORTACAO LTDA;29/05/24;04;SC;0;0;0;0;0;0;0;29283.93;29283.93;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;78;CAIXAS;WELLKNOWN;2588.891;2410.2;31/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00044;;;;;/  /;;0;242240022386560;;;0;0;42240507428876000344550020000259041862900461;;;;10:33;/  /;;MG;2;;0;;;;/  /;00:00;10:32:20;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;POR CONTA E ORDEM DE DITA DUBLAGEM REF A NF 25.903
01;1;2;000079143;1;F00126;JCHICATTO COMERCIO E IMPORTACAO;29/05/24;04;SC;0;0;835.53;100.26;0;0;26.3;750;835.53;835.53;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;1;CAIXA1;;0.8;0.8;29/05/24;/  /;59.23;1;;/  /;;0;0;0;4.61;0;21.27;0;0;0;;;00373;;;;;/  /;;0;242240021903196;;;0;0;42240583555573000109550010000791431486649271;;;;15:16;/  /;;MG;2;;0;;;;/  /;00:00;15:15:54;0101;0;;0;;;;;0;T;;;29/05/24;;;04;;;
01;4;2;000102342;1;00036;NOVA SERRANA COUROS LTDA.;29/05/24;04;MG;0;0;0;0;0;0;0;4870;4870;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;20;UNIDADES;;60;60;29/05/24;/  /;0;;;/  /;;0;0;0;0;-4870;0;-4870;0;0;;;00036;;;;;/  /;;0;131245987016178;;;0;0;31240518383745000142550010001023421743966749;;;;13:24;/  /;;MG;2;;0;;;;/  /;00:00;13:23:39;0101;0;;0;;;;;0;T;;;29/05/24;;;04;;;NOTA DE COBERTURA REF A NF 2.025.072 DA CONTAGEM
01;4;2;000102343;1;00036;NOVA SERRANA COUROS LTDA.;29/05/24;04;MG;0;0;0;0;0;0;0;17484.25;17484.25;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;40;PECAS;;805;805;29/05/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;00036;;;;;/  /;;0;131245987336172;;;0;0;31240518383745000142550010001023431746013642;;;;15:15;/  /;;MG;2;;0;;;;/  /;00:00;15:14:13;0101;0;;0;;;;;0;T;;;29/05/24;;;04;;;RETORNO DA TINTURARIA TECITEX REF A NF 21.142
01;4;2;000000789;1;C00102;RONALDO ADRIANO RIBEIRO ME;29/05/24;33;MG;0;0;0;0;0;0;0;23622.1;23622.1;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;56;;OUTROS;2157.294;2027.648;31/05/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;131245987533615;;;0;0;31240505623682000102550010000007891117876792;;;;10:43;/  /;;MG;2;;0;;;;/  /;00:00;10:42:43;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;NOTA DE COBERTURA REF A NF 265.545 AVANTI
01;1;2;000265613;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;31/05/24;01;MS;0;0;0;0;0;0;0;32805;32805;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;75;CAIXAS;;2887.5;2700;31/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240021476015;;;0;0;50240503681757000186550000002656131590136195;;;;10:30;/  /;;MG;2;;0;;;;/  /;00:00;10:29:39;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;POR CONTA E ORDEM DE DITA DUBLAGEM REF A NF 265.612
01;1;2;000265615;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;31/05/24;01;MS;0;0;0;0;0;0;0;23658.64;23658.64;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;56;CAIXAS;;2161.583;2030.784;31/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240021477036;;;0;0;50240503681757000186550000002656151172551574;;;;10:31;/  /;;MG;2;;0;;;;/  /;00:00;10:31:03;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;POR CONTA E ORDEM DE RONALDO ADRIANO REF A NF 265.614
01;1;2;000265731;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;31/05/24;01;MS;0;0;0;0;0;0;0;28980;28980;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;70;CAIXAS;;2695;2520;31/05/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240021535581;;;0;0;50240503681757000186550000002657311180484251;;;;10:29;/  /;;MG;2;;0;;;;/  /;00:00;10:28:11;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;POR CONTA E ORDEM DE FRIBOJOS REF A NF 265.730
01;1;2;000094397;1;F00030;REVENDEDORA DE GAS E PRESTADORA DE SERVICOS IRMAOS ENES LTDA;31/05/24;08;MG;0;0;0;0;0;0;0;700;700;700;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;5;;;0;0;31/05/24;/  /;0;2;;/  /;;0;0;0;0;0;0;0;0;0;;;F00030;;;;;/  /;;0;131245989705909;;;0;0;31240541760380000140550010000943971809590599;;;;10:34;/  /;;MG;2;;0;;;;/  /;00:00;10:33:30;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;
01;4;2;000102345;1;00036;NOVA SERRANA COUROS LTDA.;31/05/24;04;MG;0;0;0;0;0;0;0;20041.2;20041.2;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;36;VOLUMES;;887.04;829.44;31/05/24;/  /;0;;;/  /;;0;0;0;0;-20041.2;0;-20041.2;0;0;;;00036;;;;;/  /;;0;131245989442899;;;0;0;31240518383745000142550010001023451750107502;;;;10:47;/  /;;MG;2;;0;;;;/  /;00:00;10:46:18;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;NOTA DE COBERTURA REF A NF 25.857 DA ELASTONORDESTE
01;4;2;000007099;1;C00052;DITA DUBLAGENS E COMPONENTES PARA CALCADOS EIRELI;31/05/24;13;MG;0;0;0;0;0;0;0;29283.93;29283.93;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;78;CAIXAS;;2588.89;2410.2;31/05/24;/  /;0;2;;/  /;;0;0;0;0;-29283.93;0;-29283.93;0;0;;;00381;;;;;/  /;;0;131245990174557;;;0;0;31240509351591000116550010000070991998041233;;;;10:37;/  /;;MG;2;;0;;;;/  /;00:00;10:36:33;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;NOTA DE COBERTURA REF A NF 25.904 KTR GROUP
01;4;2;000007100;1;C00052;DITA DUBLAGENS E COMPONENTES PARA CALCADOS EIRELI;31/05/24;13;MG;0;0;0;0;0;0;0;32805;32805;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;75;VOLUMES;;2887.5;2700;31/05/24;/  /;0;2;;/  /;;0;0;0;0;-32805;0;-32805;0;0;;;00381;;;;;/  /;;0;131245990178692;;;0;0;31240509351591000116550010000071001086693601;;;;10:40;/  /;;MG;2;;0;;;;/  /;00:00;10:39:12;0101;0;;0;;;;;0;T;;;31/05/24;;;04;;;NOTA DE COBERTURA REF A NF 265.613 AVANTI
01;1;2;000265780;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;03/06/24;01;MS;0;0;0;0;0;0;0;62817.31;62817.31;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;169;CAIXAS;;5703.75;5323.5;04/06/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240021854343;;;0;0;50240603681757000186550000002657801480994148;;;;08:42;/  /;;MG;2;;0;;;;/  /;00:00;08:41:39;0101;0;;0;;;;;0;T;;;04/06/24;;;04;;;POR CONTA E ORDEM DE SOMA TEXTIL REF A NF 265.779
01;1;2;000265782;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;03/06/24;01;MS;0;0;0;0;0;0;0;14443.2;14443.2;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;34;CAIXAS;;1311.72;1224;04/06/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240021854346;;;0;0;50240603681757000186550000002657821982235280;;;;08:41;/  /;;MG;2;;0;;;;/  /;00:00;08:40:44;0101;0;;0;;;;;0;T;;;04/06/24;;;04;;;POR CONTA E ORDEM DE CALCADOS LEANDRENSE REF A NF 265.781
